SampleID	skin_1	skin_2	skin_3	skin_4	skin_5	skin_6	skin_7	skin_8	skin_9	skin_10	skin_11	skin_12	skin_13	skin_14	skin_15	skin_16	skin_17	skin_18	skin_19	skin_20	skin_21	skin_22	skin_23	skin_24	skin_25	skin_26	skin_27	skin_28	skin_29	skin_30	skin_31	skin_32	skin_33	skin_34	skin_35	skin_36	skin_37	skin_38	skin_39	skin_40	skin_41	skin_42	skin_43	skin_44	skin_45	skin_46	skin_47	skin_48	skin_49	skin_50	skin_51	skin_52	skin_53	skin_54	skin_55	skin_56	skin_57	skin_58	skin_59	skin_60	skin_61	skin_62	skin_63	skin_64	skin_65	skin_66	skin_67	skin_68	skin_69	skin_70	skin_71	skin_72	skin_73	skin_74	skin_75	skin_76	skin_77	skin_78	skin_79	skin_80	skin_81	skin_82	skin_83	skin_84	skin_85	skin_86	skin_87	skin_88	skin_89	skin_90	skin_91	skin_92	skin_93	skin_94	skin_95	skin_96	skin_97	skin_98	skin_99	skin_100
skin_78	0.842142	0.887352	0.903088	0.870326	0.943021	0.905477	0.866829	0.853542	0.872016	0.9006	0.829688	0.935516	0.937944	0.885031	0.887796	0.881634	0.825852	0.921307	0.892093	0.883702	0.851553	0.927506	0.846588	0.881082	0.883159	0.880708	0.928137	0.890344	0.898227	0.828089	0.916034	0.844201	0.938381	0.88644	0.893834	0.894857	0.902559	0.89604	0.832631	0.909251	0.918515	0.899748	0.880135	0.861507	0.849897	0.894547	0.866105	0.926787	0.928048	0.86186	0.809584	0.896039	0.827484	0.801252	0.886142	0.858224	0.903053	0.812127	0.855321	0.915155	0.919267	0.846549	0.894261	0.901066	0.858523	0.909094	0.909154	0.815536	0.911774	0.934998	0.892799	0.834686	0.884399	0.898274	0.902554	0.857606	0.832678	0	0.833435	0.820596	0.820132	0.908982	0.904583	0.871048	0.915119	0.860594	0.902402	0.842674	0.891617	0.880167	0.926193	0.880466	0.852457	0.835374	0.8754	0.821433	0.861638	0.872045	0.939416	0.878311
skin_79	0.853965	0.909027	0.931579	0.892232	0.94941	0.911004	0.854849	0.905968	0.830931	0.856363	0.773222	0.864577	0.88512	0.896415	0.912892	0.887402	0.89693	0.894846	0.851137	0.841855	0.844554	0.923524	0.903868	0.872795	0.917392	0.863716	0.881232	0.925936	0.89442	0.915502	0.869529	0.856516	0.858308	0.957769	0.892111	0.940967	0.885132	0.863866	0.902238	0.873365	0.957698	0.819016	0.860367	0.865821	0.825901	0.900655	0.867816	0.900721	0.838405	0.906222	0.808081	0.90423	0.830686	0.898551	0.870939	0.892349	0.912541	0.894771	0.840687	0.930633	0.926	0.897851	0.901646	0.901988	0.882479	0.866319	0.836173	0.871293	0.92724	0.811539	0.887442	0.871466	0.900805	0.849339	0.798501	0.849322	0.92304	0.833435	0	0.887533	0.862517	0.88428	0.902387	0.916644	0.896858	0.874557	0.862809	0.852114	0.850485	0.874874	0.913523	0.904069	0.949165	0.809129	0.916492	0.836221	0.863325	0.896756	0.898459	0.849957
skin_80	0.852145	0.840832	0.916964	0.881308	0.902359	0.857207	0.831609	0.864759	0.87917	0.851936	0.839752	0.863575	0.895172	0.878813	0.875521	0.883671	0.794018	0.894256	0.822037	0.835896	0.843563	0.842343	0.89736	0.873452	0.888696	0.777556	0.874913	0.861862	0.919702	0.825929	0.837659	0.792527	0.925714	0.900946	0.891496	0.835867	0.894348	0.897937	0.80016	0.82745	0.866843	0.891647	0.809653	0.823683	0.839718	0.8234	0.941945	0.87811	0.898514	0.83244	0.893432	0.807662	0.878337	0.844668	0.810646	0.877754	0.809115	0.850793	0.865297	0.869839	0.912455	0.84108	0.890176	0.807673	0.842147	0.860562	0.856442	0.939677	0.866344	0.837681	0.967538	0.884097	0.809768	0.89395	0.874947	0.865842	0.863732	0.820596	0.887533	0	0.851974	0.835691	0.832824	0.876168	0.859136	0.760092	0.847715	0.884403	0.837093	0.95156	0.898202	0.838197	0.797075	0.863346	0.881835	0.881461	0.857213	0.852625	0.905545	0.835601
skin_81	0.818974	0.813511	0.842739	0.882446	0.847915	0.845397	0.815182	0.874384	0.875786	0.77234	0.817683	0.893731	0.777485	0.854205	0.86987	0.811454	0.856837	0.870923	0.876251	0.849738	0.796858	0.804897	0.805543	0.812223	0.873107	0.849023	0.894039	0.884388	0.850788	0.870357	0.954352	0.863079	0.915231	0.955365	0.898937	0.8483	0.887267	0.911114	0.854557	0.854199	0.906398	0.856271	0.879303	0.843095	0.822212	0.81121	0.823499	0.868406	0.850976	0.847093	0.794505	0.900415	0.805965	0.870433	0.845178	0.877348	0.812962	0.829574	0.804589	0.786093	0.828423	0.792438	0.933446	0.809655	0.820238	0.782504	0.865324	0.893514	0.894578	0.894385	0.913914	0.772017	0.864365	0.847552	0.901805	0.840137	0.943632	0.820132	0.862517	0.851974	0	0.929861	0.860778	0.876861	0.857714	0.850371	0.822489	0.836375	0.825318	0.864128	0.873086	0.819831	0.813814	0.833224	0.860204	0.857594	0.854881	0.890611	0.833901	0.841227
skin_82	0.809289	0.895893	0.950356	0.913013	0.869445	0.90298	0.841538	0.909156	0.876725	0.853735	0.886163	0.925768	0.893619	0.899599	0.874927	0.874226	0.841253	0.89558	0.912242	0.781222	0.872308	0.867242	0.919599	0.919795	0.880601	0.862501	0.864237	0.851912	0.903615	0.832112	0.887018	0.80479	0.884737	0.946346	0.877684	0.902717	0.922882	0.891773	0.874926	0.860459	0.876693	0.881382	0.857119	0.856793	0.862003	0.846771	0.937124	0.912567	0.893436	0.853215	0.886362	0.872084	0.898501	0.867407	0.875883	0.883137	0.932687	0.875702	0.888311	0.859887	0.853441	0.848038	0.824465	0.818397	0.847457	0.845545	0.82193	0.883162	0.863895	0.815777	0.86626	0.860069	0.856947	0.803129	0.829773	0.816232	0.893509	0.908982	0.88428	0.835691	0.929861	0	0.804763	0.923465	0.861473	0.814733	0.838181	0.87042	0.832974	0.954152	0.910953	0.880509	0.909661	0.859577	0.809176	0.887728	0.826665	0.848246	0.955321	0.881307
skin_83	0.82839	0.80902	0.865739	0.886177	0.909986	0.907002	0.842402	0.905272	0.833757	0.893954	0.858077	0.890884	0.848159	0.927053	0.82499	0.887372	0.881655	0.937155	0.927956	0.852573	0.857057	0.833311	0.897936	0.843128	0.922588	0.894203	0.823302	0.895886	0.857785	0.869906	0.936265	0.874574	0.921967	0.917636	0.953044	0.862752	0.799558	0.920291	0.826422	0.848336	0.918088	0.88968	0.849435	0.825047	0.848247	0.896075	0.881605	0.872199	0.837729	0.847826	0.799918	0.920806	0.894363	0.916854	0.901906	0.851742	0.875972	0.846331	0.922351	0.835989	0.851481	0.829583	0.933961	0.850333	0.782541	0.883605	0.916757	0.914136	0.923576	0.912905	0.878294	0.867092	0.744979	0.823363	0.893941	0.888437	0.873384	0.904583	0.902387	0.832824	0.860778	0.804763	0	0.846174	0.841043	0.783636	0.811815	0.878485	0.874008	0.901873	0.881856	0.890558	0.909637	0.885128	0.877405	0.907562	0.867841	0.832704	0.827523	0.810926
skin_84	0.879717	0.812048	0.900352	0.89826	0.863779	0.883041	0.901899	0.853148	0.844804	0.896217	0.868178	0.946932	0.841389	0.924023	0.884345	0.885339	0.923262	0.909871	0.881432	0.896277	0.893399	0.886163	0.849783	0.802816	0.87037	0.862673	0.885661	0.860504	0.84051	0.910318	0.957363	0.876922	0.885958	0.888122	0.916707	0.863507	0.92347	0.858438	0.888397	0.853022	0.907316	0.87829	0.864622	0.829244	0.854817	0.865564	0.91851	0.93898	0.862947	0.84205	0.901455	0.87714	0.829548	0.910743	0.840069	0.867924	0.903123	0.920992	0.90051	0.903521	0.881412	0.913986	0.891299	0.926268	0.880871	0.869367	0.840563	0.914857	0.859031	0.904028	0.861539	0.899575	0.892699	0.86936	0.93769	0.878864	0.91917	0.871048	0.916644	0.876168	0.876861	0.923465	0.846174	0	0.883687	0.850408	0.876298	0.900871	0.865643	0.933957	0.874338	0.91386	0.926749	0.895818	0.900016	0.912018	0.869249	0.857326	0.883336	0.798646
skin_85	0.891039	0.836299	0.916588	0.902244	0.901387	0.889045	0.816594	0.862469	0.90711	0.896337	0.815605	0.893235	0.838054	0.903516	0.867234	0.874292	0.919793	0.906108	0.870417	0.90339	0.866783	0.861186	0.937568	0.901275	0.986437	0.88547	0.849255	0.903099	0.881445	0.862467	0.920107	0.842365	0.864683	0.925757	0.887027	0.937187	0.868158	0.885215	0.833041	0.817807	0.875964	0.879174	0.919692	0.880682	0.879872	0.849562	0.866781	0.87131	0.910098	0.875977	0.870521	0.887942	0.883284	0.910027	0.898977	0.911572	0.875309	0.881821	0.869683	0.85433	0.920345	0.86376	0.932445	0.859947	0.870747	0.873935	0.90997	0.900379	0.929875	0.876065	0.933276	0.85164	0.892012	0.854734	0.836837	0.895117	0.888952	0.915119	0.896858	0.859136	0.857714	0.861473	0.841043	0.883687	0	0.917084	0.84008	0.889949	0.820412	0.866083	0.872539	0.909328	0.855592	0.849006	0.877414	0.901738	0.875655	0.91256	0.896138	0.884866
skin_86	0.781954	0.802244	0.810179	0.901045	0.914211	0.859066	0.780263	0.844786	0.863596	0.837144	0.842294	0.816932	0.913689	0.836207	0.814521	0.876241	0.866927	0.908661	0.842821	0.853816	0.798529	0.894643	0.875604	0.812446	0.86906	0.802101	0.809294	0.809208	0.884189	0.833293	0.916228	0.817371	0.921837	0.861968	0.874505	0.853157	0.9103	0.772197	0.871884	0.807321	0.846071	0.887504	0.881055	0.754403	0.840119	0.807742	0.875167	0.854119	0.874363	0.796474	0.898345	0.840588	0.788276	0.853365	0.807604	0.906513	0.856116	0.824841	0.859921	0.845264	0.822179	0.865067	0.867608	0.81517	0.824872	0.806866	0.934501	0.921805	0.91507	0.857226	0.931239	0.813752	0.739958	0.860552	0.880937	0.838352	0.854468	0.860594	0.874557	0.760092	0.850371	0.814733	0.783636	0.850408	0.917084	0	0.822877	0.819842	0.885982	0.890777	0.84237	0.870318	0.848877	0.852928	0.830635	0.871739	0.85744	0.807242	0.90832	0.783712
skin_87	0.755636	0.878023	0.791969	0.893922	0.850151	0.794643	0.781961	0.801947	0.915151	0.787405	0.886087	0.840224	0.854984	0.781529	0.842138	0.737587	0.913187	0.836711	0.890284	0.845194	0.828608	0.8257	0.812856	0.853927	0.85237	0.767718	0.815359	0.840384	0.8678	0.826022	0.87956	0.915148	0.898063	0.900688	0.869817	0.806136	0.869846	0.866814	0.90877	0.804876	0.923075	0.904712	0.785798	0.859658	0.783996	0.849897	0.8171	0.817887	0.914701	0.881343	0.889162	0.864639	0.84427	0.799962	0.842776	0.764922	0.854156	0.792424	0.769834	0.863465	0.84911	0.824963	0.888655	0.821784	0.8504	0.836994	0.901533	0.792901	0.866589	0.77629	0.872253	0.796575	0.769935	0.814703	0.863126	0.854632	0.841848	0.902402	0.862809	0.847715	0.822489	0.838181	0.811815	0.876298	0.84008	0.822877	0	0.809945	0.824326	0.841432	0.853855	0.804673	0.865025	0.827395	0.839234	0.917312	0.870788	0.925888	0.891882	0.798699
skin_88	0.865598	0.822653	0.814954	0.871734	0.848881	0.816118	0.867897	0.839177	0.832045	0.872859	0.862724	0.832384	0.916612	0.837443	0.863254	0.882216	0.863026	0.881307	0.889886	0.814307	0.894989	0.878778	0.849774	0.852217	0.857237	0.848956	0.851117	0.91944	0.8408	0.852066	0.91042	0.890253	0.895591	0.905848	0.850461	0.83282	0.909219	0.888478	0.896048	0.829915	0.845445	0.797976	0.855242	0.896677	0.859331	0.853943	0.910156	0.869573	0.898428	0.844669	0.87321	0.911644	0.841224	0.899084	0.828804	0.924332	0.842786	0.811849	0.87179	0.907927	0.85719	0.807403	0.882733	0.865398	0.894318	0.880424	0.898408	0.840129	0.821572	0.825494	0.849149	0.8464	0.852281	0.882157	0.83761	0.89142	0.879925	0.842674	0.852114	0.884403	0.836375	0.87042	0.878485	0.900871	0.889949	0.819842	0.809945	0	0.795827	0.871792	0.882255	0.898452	0.894958	0.846539	0.871187	0.873326	0.891762	0.846088	0.90211	0.857056
skin_89	0.810286	0.798909	0.844196	0.882889	0.883071	0.823858	0.796987	0.827611	0.886628	0.8417	0.850699	0.874918	0.848109	0.85199	0.819509	0.851704	0.88035	0.867513	0.852394	0.831159	0.828171	0.848187	0.850869	0.862202	0.837416	0.861001	0.829914	0.842742	0.818773	0.829316	0.909657	0.849491	0.876808	0.861943	0.776362	0.793651	0.921975	0.879255	0.802407	0.775951	0.814844	0.840417	0.813605	0.798487	0.813228	0.834552	0.87762	0.813799	0.832141	0.801049	0.888783	0.889733	0.857674	0.8548	0.830228	0.830455	0.83111	0.849234	0.819304	0.827193	0.886482	0.831087	0.849627	0.844167	0.852122	0.815205	0.852502	0.851731	0.851665	0.806801	0.832552	0.825844	0.85185	0.800782	0.866812	0.870044	0.814598	0.891617	0.850485	0.837093	0.825318	0.832974	0.874008	0.865643	0.820412	0.885982	0.824326	0.795827	0	0.852159	0.872132	0.887799	0.885872	0.853989	0.829401	0.893782	0.832282	0.82918	0.877714	0.865769
skin_90	0.823838	0.902467	0.846297	0.926245	0.916131	0.854918	0.892124	0.887315	0.908184	0.932387	0.908064	0.83478	0.867985	0.953936	0.922925	0.881127	0.909404	0.946864	0.923848	0.904045	0.886812	0.870354	0.859492	0.858799	0.946465	0.88647	0.88241	0.870211	0.965747	0.846681	0.943206	0.916303	0.915266	0.8894	0.904566	0.864685	0.918003	0.852934	0.890422	0.828361	0.88763	0.857626	0.906472	0.92679	0.837043	0.907008	0.842498	0.925634	0.901657	0.90572	0.891046	0.911094	0.865313	0.896371	0.941803	0.877183	0.898948	0.904173	0.833765	0.86325	0.954106	0.905717	0.929514	0.888058	0.930563	0.891643	0.939527	0.899347	0.948606	0.882402	0.939197	0.873343	0.890764	0.876413	0.839941	0.887384	0.884158	0.880167	0.874874	0.95156	0.864128	0.954152	0.901873	0.933957	0.866083	0.890777	0.841432	0.871792	0.852159	0	0.883137	0.89023	0.908905	0.867752	0.844937	0.900325	0.889472	0.922533	0.805598	0.863851
skin_91	0.837452	0.785667	0.851946	0.925597	0.845226	0.890989	0.846669	0.885898	0.899987	0.869891	0.802543	0.872383	0.830449	0.817571	0.801109	0.866577	0.922014	0.869194	0.886869	0.913504	0.894199	0.856131	0.832866	0.865247	0.904978	0.908657	0.819302	0.852061	0.881778	0.951447	0.953558	0.876308	0.873323	0.918615	0.851704	0.882654	0.820034	0.899697	0.911001	0.813521	0.847167	0.876745	0.851407	0.878919	0.89331	0.918622	0.869133	0.831351	0.871045	0.852059	0.883249	0.881924	0.853544	0.897286	0.807144	0.877022	0.935996	0.895904	0.880033	0.909782	0.825028	0.845597	0.942885	0.891237	0.869581	0.863016	0.921685	0.884569	0.89295	0.851206	0.911014	0.884812	0.868295	0.855313	0.864015	0.807961	0.86626	0.926193	0.913523	0.898202	0.873086	0.910953	0.881856	0.874338	0.872539	0.84237	0.853855	0.882255	0.872132	0.883137	0	0.881394	0.908858	0.823928	0.88128	0.875277	0.824914	0.89549	0.882383	0.865635
skin_92	0.857469	0.822462	0.802564	0.835982	0.872391	0.851787	0.792043	0.912804	0.907162	0.823608	0.824597	0.857233	0.898371	0.867514	0.849098	0.827124	0.859472	0.899706	0.912271	0.841775	0.850153	0.877897	0.892341	0.875515	0.878236	0.881963	0.860561	0.915645	0.850554	0.795553	0.885967	0.844505	0.897148	0.929697	0.863885	0.845508	0.842433	0.866384	0.874544	0.848826	0.920427	0.872573	0.88473	0.860322	0.849698	0.917946	0.910338	0.836766	0.901535	0.900964	0.926749	0.798301	0.795672	0.845902	0.857046	0.884578	0.850153	0.86378	0.835128	0.849655	0.906118	0.863176	0.93481	0.848999	0.904129	0.86493	0.87925	0.833815	0.883668	0.825998	0.873691	0.881983	0.896301	0.883464	0.895824	0.858614	0.93128	0.880466	0.904069	0.838197	0.819831	0.880509	0.890558	0.91386	0.909328	0.870318	0.804673	0.898452	0.887799	0.89023	0.881394	0	0.879945	0.884084	0.833402	0.927232	0.88652	0.871702	0.886288	0.82755
skin_93	0.891088	0.853588	0.915652	0.883751	0.867316	0.722295	0.830021	0.865814	0.885289	0.906693	0.875687	0.900719	0.874136	0.884132	0.83852	0.879277	0.879651	0.915529	0.835685	0.876273	0.821102	0.86794	0.89644	0.939235	0.921581	0.861102	0.871383	0.861069	0.89274	0.823916	0.867479	0.850855	0.836772	0.903487	0.910261	0.895652	0.882128	0.801089	0.863102	0.812672	0.905005	0.844303	0.918416	0.871738	0.801757	0.83924	0.867136	0.832369	0.901576	0.879905	0.894691	0.908351	0.89047	0.826046	0.852963	0.86638	0.867777	0.898982	0.853578	0.870357	0.89112	0.863756	0.933496	0.818509	0.885176	0.903189	0.896737	0.828658	0.904273	0.888529	0.906423	0.902253	0.824358	0.836362	0.856909	0.826763	0.814437	0.852457	0.949165	0.797075	0.813814	0.909661	0.909637	0.926749	0.855592	0.848877	0.865025	0.894958	0.885872	0.908905	0.908858	0.879945	0	0.829821	0.847737	0.951682	0.899379	0.910585	0.911009	0.842457
skin_94	0.8473	0.812099	0.873482	0.888623	0.879616	0.806124	0.800435	0.757159	0.893281	0.829795	0.825326	0.831604	0.78235	0.785402	0.804111	0.826089	0.905426	0.887755	0.76509	0.813634	0.82575	0.821706	0.809839	0.785585	0.863983	0.840924	0.872476	0.841783	0.76884	0.861848	0.879283	0.843235	0.815073	0.825833	0.873124	0.82984	0.911464	0.8667	0.905815	0.688912	0.781452	0.847028	0.827812	0.781693	0.871961	0.883608	0.823817	0.855484	0.869527	0.858321	0.822458	0.780897	0.820227	0.888139	0.803597	0.804713	0.859255	0.830781	0.771197	0.856168	0.903564	0.83672	0.8397	0.847034	0.803479	0.854157	0.864182	0.899344	0.83274	0.854003	0.883045	0.888045	0.833454	0.806392	0.808707	0.848906	0.844324	0.835374	0.809129	0.863346	0.833224	0.859577	0.885128	0.895818	0.849006	0.852928	0.827395	0.846539	0.853989	0.867752	0.823928	0.884084	0.829821	0	0.893377	0.801108	0.805036	0.878575	0.90104	0.813988
skin_95	0.886197	0.877925	0.876442	0.872743	0.862145	0.823825	0.812471	0.903445	0.902716	0.869861	0.840079	0.842545	0.858499	0.860943	0.820952	0.865197	0.874323	0.856758	0.849972	0.845725	0.818583	0.844761	0.857587	0.864349	0.942049	0.843139	0.840534	0.835617	0.82333	0.862554	0.887525	0.800956	0.890406	0.876582	0.816973	0.808302	0.833306	0.85966	0.850232	0.862598	0.888401	0.804035	0.837156	0.887004	0.876935	0.878532	0.875277	0.811138	0.897689	0.898623	0.862076	0.896222	0.860704	0.855299	0.874305	0.856419	0.897998	0.892704	0.847823	0.927626	0.905368	0.893757	0.928134	0.86032	0.869306	0.854987	0.781469	0.870148	0.934071	0.824026	0.821909	0.887463	0.856987	0.880632	0.847796	0.865176	0.813623	0.8754	0.916492	0.881835	0.860204	0.809176	0.877405	0.900016	0.877414	0.830635	0.839234	0.871187	0.829401	0.844937	0.88128	0.833402	0.847737	0.893377	0	0.864104	0.812731	0.896093	0.907299	0.865348
skin_96	0.889546	0.847066	0.91	0.829901	0.940108	0.923314	0.871105	0.863564	0.901244	0.890537	0.811253	0.888238	0.834168	0.854186	0.847197	0.832194	0.900995	0.796685	0.887708	0.83888	0.925164	0.887341	0.839133	0.835911	0.931223	0.880529	0.919165	0.904352	0.8338	0.870655	0.931714	0.832141	0.918781	0.855636	0.909358	0.85791	0.887127	0.93539	0.856204	0.900322	0.829672	0.900929	0.831512	0.884299	0.889622	0.896076	0.861367	0.909869	0.928418	0.859301	0.788687	0.877292	0.875214	0.90989	0.859063	0.867267	0.853444	0.870151	0.904829	0.889881	0.873102	0.847354	0.910664	0.858094	0.847355	0.847832	0.919262	0.936629	0.907267	0.910343	0.867719	0.908119	0.864599	0.867446	0.808634	0.916394	0.853041	0.821433	0.836221	0.881461	0.857594	0.887728	0.907562	0.912018	0.901738	0.871739	0.917312	0.873326	0.893782	0.900325	0.875277	0.927232	0.951682	0.801108	0.864104	0	0.833789	0.891938	0.91124	0.862133
skin_97	0.829393	0.845725	0.919841	0.845188	0.857258	0.882307	0.810227	0.918997	0.944478	0.85037	0.820835	0.884413	0.851048	0.854584	0.855645	0.813243	0.853016	0.90976	0.800666	0.838295	0.848527	0.818092	0.813398	0.848803	0.878548	0.844348	0.859799	0.777649	0.88085	0.855604	0.915927	0.830418	0.922638	0.862047	0.864977	0.863161	0.857314	0.876648	0.868098	0.839127	0.847989	0.886056	0.87055	0.856934	0.782702	0.818109	0.85254	0.87998	0.861965	0.866864	0.767808	0.871543	0.865444	0.828327	0.804921	0.815648	0.907781	0.844567	0.853613	0.849638	0.911437	0.847244	0.863573	0.86537	0.871431	0.838384	0.860373	0.881429	0.878086	0.833672	0.905687	0.871521	0.7493	0.829615	0.819437	0.809727	0.87663	0.861638	0.863325	0.857213	0.854881	0.826665	0.867841	0.869249	0.875655	0.85744	0.870788	0.891762	0.832282	0.889472	0.824914	0.88652	0.899379	0.805036	0.812731	0.833789	0	0.900576	0.888399	0.888381
skin_98	0.89392	0.877665	0.878221	0.914496	0.924831	0.861049	0.899586	0.850723	0.872945	0.835949	0.841512	0.914782	0.874291	0.878581	0.855533	0.89168	0.7358	0.800314	0.898353	0.883237	0.877367	0.890941	0.883692	0.760138	0.910382	0.844482	0.872964	0.851634	0.838429	0.891474	0.903632	0.779574	0.880834	0.781888	0.901637	0.797189	0.879981	0.86902	0.836946	0.847321	0.880988	0.887214	0.906049	0.861929	0.87794	0.889074	0.944841	0.892467	0.875824	0.810205	0.868475	0.873489	0.793666	0.898787	0.905312	0.822628	0.923509	0.847628	0.916235	0.915618	0.86357	0.836971	0.826709	0.837254	0.89045	0.898591	0.909424	0.908015	0.866843	0.858246	0.838375	0.919538	0.823904	0.872037	0.888747	0.800348	0.884798	0.872045	0.896756	0.852625	0.890611	0.848246	0.832704	0.857326	0.91256	0.807242	0.925888	0.846088	0.82918	0.922533	0.89549	0.871702	0.910585	0.878575	0.896093	0.891938	0.900576	0	0.907727	0.798911
skin_99	0.875912	0.863548	0.882435	0.934447	0.92047	0.897237	0.932642	0.918865	0.885573	0.867132	0.902677	0.880731	0.817373	0.875955	0.858013	0.922453	0.887523	0.923797	0.854812	0.943907	0.948661	0.894088	0.891253	0.909472	0.935905	0.91281	0.935392	0.907056	0.842499	0.853727	0.896571	0.811955	0.912811	0.890079	0.955146	0.828586	0.930556	0.93583	0.892809	0.854991	0.862802	0.899355	0.877575	0.876268	0.839688	0.91	0.905499	0.918067	0.889231	0.898746	0.882332	0.946161	0.872415	0.902702	0.911017	0.872359	0.868623	0.92377	0.843467	0.870711	0.898322	0.852676	0.939926	0.939749	0.893619	0.759761	0.914813	0.901571	0.908132	0.896396	0.877022	0.911623	0.899985	0.89563	0.944262	0.923378	0.920638	0.939416	0.898459	0.905545	0.833901	0.955321	0.827523	0.883336	0.896138	0.90832	0.891882	0.90211	0.877714	0.805598	0.882383	0.886288	0.911009	0.90104	0.907299	0.91124	0.888399	0.907727	0	0.883761
skin_100	0.758309	0.781047	0.878106	0.843907	0.858275	0.895577	0.861317	0.864656	0.817791	0.850121	0.887061	0.869067	0.866815	0.889515	0.781861	0.874439	0.854629	0.811403	0.890958	0.786882	0.885786	0.872312	0.8736	0.76766	0.879201	0.771992	0.882849	0.877448	0.860929	0.82568	0.863474	0.837796	0.880032	0.844283	0.922888	0.792784	0.844884	0.894813	0.844805	0.811821	0.933383	0.800385	0.86526	0.842079	0.788791	0.817412	0.875176	0.875166	0.85889	0.811839	0.85015	0.816864	0.867144	0.829404	0.890233	0.791764	0.833897	0.83787	0.833217	0.856403	0.878503	0.866083	0.904827	0.848071	0.846877	0.831172	0.832573	0.887223	0.861398	0.810281	0.886735	0.883958	0.881741	0.823919	0.8255	0.863412	0.854797	0.878311	0.849957	0.835601	0.841227	0.881307	0.810926	0.798646	0.884866	0.783712	0.798699	0.857056	0.865769	0.863851	0.865635	0.82755	0.842457	0.813988	0.865348	0.862133	0.888381	0.798911	0.883761	0
